icd9_code,icd9_description
869.0,Internal injury to unspecified or ill-defined organs without mention of open wound into cavity
869.1,Internal injury to unspecified or ill-defined organs with open wound into cavity
870.0,Laceration of skin of eyelid and periocular area
870.1,"Laceration of eyelid, full-thickness, not involving lacrimal passages"
870.2,Laceration of eyelid involving lacrimal passages
870.3,"Penetrating wound of orbit, without mention of foreign body"
870.4,Penetrating wound of orbit with foreign body
870.8,Other specified open wounds of ocular adnexa
871.1,Ocular laceration with prolapse or exposure of intraocular tissue
871.2,Rupture of eye with partial loss of intraocular tissue
871.3,Avulsion of eye
871.6,Penetration of eyeball with (nonmagnetic) foreign body
872.00,"Open wound of external ear, unspecified site, without mention of complication"
872.01,"Open wound of auricle, ear, without mention of complication"
872.02,"Open wound of auditory canal, without mention of complication"
872.61,"Open wound of ear drum, without mention of complication"
872.64,"Open wound of cochlea, without mention of complication"
872.69,"Open wound of other and multiple sites of ear, without mention of complication"
872.8,"Open wound of ear, part unspecified, without mention of complication"
873.0,"Open wound of scalp, without mention of complication"
873.1,"Open wound of scalp, complicated"
873.20,"Open wound of nose, unspecified site, without mention of complication"
873.21,"Open wound of nasal septum, without mention of complication"
873.22,"Open wound of nasal cavity, without mention of complication"
873.23,"Open wound of nasal sinus, without mention of complication"
873.30,"Open wound of nose, unspecified site, complicated"
873.33,"Open wound of nasal sinus, complicated"
873.40,"Open wound of face, unspecified site, without mention of complication"
873.41,"Open wound of cheek, without mention of complication"
873.42,"Open wound of forehead, without mention of complication"
873.43,"Open wound of lip, without mention of complication"
873.44,"Open wound of jaw, without mention of complication"
873.49,"Open wound of other and multiple sites of face, without mention of complication"
873.50,"Open wound of face, unspecified site, complicated"
873.51,"Open wound of cheek, complicated"
873.52,"Open wound of forehead, complicated"
873.53,"Open wound of lip, complicated"
873.54,"Open wound of jaw, complicated"
873.59,"Open wound of other and multiple sites of face, complicated"
873.60,"Open wound of mouth, unspecified site, without mention of complication"
873.61,"Open wound of buccal mucosa, without mention of complication"
873.63,"Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication"
873.64,"Open wound of tongue and floor of mouth, without mention of complication"
873.65,"Open wound of palate, without mention of complication"
873.71,"Open wound of buccal mucosa, complicated"
873.73,"Open wound of tooth (broken) (fractured) (due to trauma), complicated"
873.74,"Open wound of tongue and floor of mouth, complicated"
873.8,Other and unspecified open wound of head without mention of complication
873.9,"Other and unspecified open wound of head, complicated"
874.02,"Open wound of trachea, without mention of complication"
874.11,"Open wound of larynx, complicated"
874.12,"Open wound of trachea, complicated"
874.2,"Open wound of thyroid gland, without mention of complication"
874.4,"Open wound of pharynx, without mention of complication"
874.5,"Open wound of pharynx, complicated"
874.8,"Open wound of other and unspecified parts of neck, without mention of complication"
874.9,"Open wound of other and unspecified parts of neck, complicated"
875.0,"Open wound of chest (wall), without mention of complication"
875.1,"Open wound of chest (wall), complicated"
876.0,"Open wound of back, without mention of complication"
876.1,"Open wound of back, complicated"
877.0,"Open wound of buttock, without mention of complication"
878.0,"Open wound of penis, without mention of complication"
878.2,"Open wound of scrotum and testes, without mention of complication"
878.3,"Open wound of scrotum and testes, complicated"
878.5,"Open wound of vulva, complicated"
878.6,"Open wound of vagina, without mention of complication"
878.7,"Open wound of vagina, complicated"
879.0,"Open wound of breast, without mention of complication"
879.1,"Open wound of breast, complicated"
879.2,"Open wound of abdominal wall, anterior, without mention of complication"
879.3,"Open wound of abdominal wall, anterior, complicated"
879.4,"Open wound of abdominal wall, lateral, without mention of complication"
879.5,"Open wound of abdominal wall, lateral, complicated"
879.6,"Open wound of other and unspecified parts of trunk, without mention of complication"
879.7,"Open wound of other and unspecified parts of trunk, complicated"
879.8,"Open wound(s) (multiple) of unspecified site(s), without mention of complication"
879.9,"Open wound(s) (multiple) of unspecified site(s), complicated"
880.00,"Open wound of shoulder region, without mention of complication"
880.01,"Open wound of scapular region, without mention of complication"
880.02,"Open wound of axillary region, without mention of complication"
880.03,"Open wound of upper arm, without mention of complication"
880.12,"Open wound of axillary region, complicated"
880.13,"Open wound of upper arm, complicated"
880.19,"Open wound of multiple sites of shoulder and upper arm, complicated"
880.20,"Open wound of shoulder region, with tendon involvement"
880.23,"Open wound of upper arm, with tendon involvement"
880.29,"Open wound of multiple sites of shoulder and upper arm, with tendon involvement"
881.00,"Open wound of forearm, without mention of complication"
881.01,"Open wound of elbow, without mention of complication"
881.02,"Open wound of wrist, without mention of complication"
881.10,"Open wound of forearm, complicated"
881.11,"Open wound of elbow, complicated"
881.12,"Open wound of wrist, complicated"
881.20,"Open wound of forearm, with tendon involvement"
881.21,"Open wound of elbow, with tendon involvement"
881.22,"Open wound of wrist, with tendon involvement"
882.0,"Open wound of hand except finger(s) alone, without mention of complication"
882.1,"Open wound of hand except finger(s) alone, complicated"
882.2,"Open wound of hand except finger(s) alone, with tendon involvement"
883.0,"Open wound of finger(s), without mention of complication"
883.1,"Open wound of finger(s), complicated"
883.2,"Open wound of finger(s), with tendon involvement"
884.0,"Multiple and unspecified open wound of upper limb, without mention of complication"
885.0,"Traumatic amputation of thumb (complete)(partial), without mention of complication"
886.0,"Traumatic amputation of other finger(s) (complete) (partial), without mention of complication"
887.0,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication"
887.1,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated"
887.2,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication"
887.3,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated"
887.5,"Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated"
890.0,"Open wound of hip and thigh, without mention of complication"
890.1,"Open wound of hip and thigh, complicated"
890.2,"Open wound of hip and thigh, with tendon involvement"
891.0,"Open wound of knee, leg [except thigh], and ankle, without mention of complication"
891.1,"Open wound of knee, leg [except thigh], and ankle, complicated"
891.2,"Open wound of knee, leg [except thigh], and ankle, with tendon involvement"
892.0,"Open wound of foot except toe(s) alone, without mention of complication"
892.1,"Open wound of foot except toe(s) alone, complicated"
892.2,"Open wound of foot except toe(s) alone, with tendon involvement"
893.0,"Open wound of toe(s), without mention of complication"
894.0,"Multiple and unspecified open wound of lower limb, without mention of complication"
896.0,"Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication"
896.1,"Traumatic amputation of foot (complete) (partial), unilateral, complicated"
897.0,"Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, without mention of complication"
897.2,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication"
897.3,"Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, complicated"
897.7,"Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated"
900.01,Injury to common carotid artery
900.02,Injury to external carotid artery
900.03,Injury to internal carotid artery
900.1,Injury to internal jugular vein
900.81,Injury to external jugular vein
900.82,Injury to multiple blood vessels of head and neck
900.89,Injury to other specified blood vessels of head and neck
901.0,Injury to thoracic aorta
901.1,Injury to innominate and subclavian arteries
901.2,Injury to superior vena cava
901.3,Injury to innominate and subclavian veins
901.40,"Injury to pulmonary vessel(s), unspecified"
901.41,Injury to pulmonary artery
901.81,Injury to intercostal artery or vein
901.82,Injury to internal mammary artery or vein
901.9,Injury to unspecified blood vessel of thorax
902.10,"Injury to inferior vena cava, unspecified"
902.20,"Injury to celiac and mesenteric arteries, unspecified"
902.21,Injury to gastric artery
902.22,Injury to hepatic artery
902.23,Injury to splenic artery
902.25,Injury to superior mesenteric artery (trunk)
902.26,Injury to primary branches of superior mesenteric artery
902.29,"Injury to celiac and mesenteric arteries, other"
902.33,Injury to portal vein
902.34,Injury to splenic vein
902.41,Injury to renal artery
902.42,Injury to renal vein
902.51,Injury to hypogastric artery
902.53,Injury to iliac artery
902.54,Injury to iliac vein
902.87,Injury to multiple blood vessels of abdomen and pelvis
902.89,Injury to other specified blood vessels of abdomen and pelvis
902.9,Injury to unspecified blood vessel of abdomen and pelvis
903.01,Injury to axillary artery
903.1,Injury to brachial blood vessels
903.2,Injury to radial blood vessels
903.3,Injury to ulnar blood vessels
903.4,Injury to palmar artery
903.5,Injury to digital blood vessels
903.8,Injury to other specified blood vessels of upper extremity
903.9,Injury to unspecified blood vessel of upper extremity
904.0,Injury to common femoral artery
904.1,Congenital syphilitic encephalitis
904.2,Congenital syphilitic meningitis
904.3,Injury to saphenous veins
904.41,Injury to popliteal artery
904.42,Injury to popliteal vein
904.51,Injury to anterior tibial artery
904.53,Injury to posterior tibial artery
904.6,Injury to deep plantar blood vessels
904.7,Injury to other specified blood vessels of lower extremity
904.8,Injury to unspecified blood vessel of lower extremity
905.0,Late effect of fracture of skull and face bones
905.1,Late effect of fracture of spine and trunk without mention of spinal cord lesion
905.2,Late effect of fracture of upper extremities
905.3,Late effect of fracture of neck of femur
905.4,Late effect of fracture of lower extremities
905.5,Late effect of fracture of multiple and unspecified bones
905.6,Late effect of dislocation
906.0,"Late effect of open wound of head, neck, and trunk"
906.1,Late effect of open wound of extremities without mention of tendon injury
906.3,Late effect of contusion
906.4,Late effect of crushing
906.5,"Late effect of burn of eye, face, head, and neck"
906.7,Late effect of burn of other extremities
906.8,Late effect of burns of other specified sites
907.0,Late effect of intracranial injury without mention of skull fracture
907.2,Late effect of spinal cord injury
907.4,Late effect of injury to peripheral nerve of shoulder girdle and upper limb
907.5,Late effect of injury to peripheral nerve of pelvic girdle and lower limb
908.0,Late effect of internal injury to chest
908.1,Late effect of internal injury to intra-abdominal organs
908.2,Late effect of internal injury to other internal organs
908.3,"Late effect of injury to blood vessel of head, neck, and extremities"
908.6,Late effect of certain complications of trauma
908.9,Late effect of unspecified injury
909.0,"Late effect of poisoning due to drug, medicinal or biological substance"
909.2,Late effect of radiation
909.3,Late effect of complications of surgical and medical care
909.4,Late effect of certain other external causes
909.5,"Late effect of adverse effect of drug, medicinal or biological substance"
909.9,Late effect of other and unspecified external causes
910.0,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
910.2,"Blister of face, neck, and scalp except eye, without mention of infection"
910.4,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection"
910.8,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"
911.0,"Abrasion or friction burn of trunk, without mention of infection"
911.2,"Blister of trunk, without mention of infection"
911.4,"Insect bite, nonvenomous of trunk, without mention of infection"
911.6,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection"
912.0,"Abrasion or friction burn of shoulder and upper arm, without mention of infection"
912.2,"Blister of shoulder and upper arm, without mention of infection"
912.5,"Insect bite, nonvenomous of shoulder and upper arm, infected"
913.0,"Abrasion or friction burn of elbow, forearm, and wrist, without mention of infection"
913.2,"Blister of elbow, forearm, and wrist, without mention of infection"
914.0,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection"
914.2,"Blister of hand(s) except finger(s) alone, without mention of infection"
915.2,"Blister of finger(s), without mention of infection"
916.0,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection"
916.1,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected"
916.2,"Blister of hip, thigh, leg, and ankle, without mention of infection"
916.4,"Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection"
916.5,"Insect bite, nonvenomous of hip, thigh, leg, and ankle, infected"
917.0,"Abrasion or friction burn of foot and toe(s), without mention of infection"
917.1,"Abrasion or friction burn of foot and toe(s), infected"
917.2,"Blister of foot and toe(s), without mention of infection"
917.3,"Blister of foot and toe(s), infected"
918.0,Superficial injury of eyelids and periocular area
918.1,Acute syphilitic meningitis (secondary)
918.9,Other and unspecified superficial injuries of eye
919.0,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection"
919.1,"Abrasion or friction burn of other, multiple, and unspecified sites, infected"
919.6,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection"
919.8,"Other and unspecified superficial injury of other, multiple, and unspecified sites, without mention of infection"
920,"Contusion of face, scalp, and neck except eye(s)"
921.0,"Black eye, not otherwise specified"
921.1,Contusion of eyelids and periocular area
921.2,Contusion of orbital tissues
921.3,Contusion of eyeball
921.9,Unspecified contusion of eye
922.0,Contusion of breast
922.1,Contusion of chest wall
922.2,Contusion of abdominal wall
922.31,Contusion of back
922.32,Contusion of buttock
922.4,Contusion of genital organs
922.8,Contusion of multiple sites of trunk
922.9,Contusion of unspecified part of trunk
923.00,Contusion of shoulder region
923.01,Contusion of scapular region
923.03,Contusion of upper arm
923.09,Contusion of multiple sites of shoulder and upper arm
923.10,Contusion of forearm
923.11,Contusion of elbow
923.20,Contusion of hand(s)
923.21,Contusion of wrist
923.3,Contusion of finger
923.9,Contusion of unspecified part of upper limb
924.00,Contusion of thigh
924.01,Contusion of hip
924.10,Contusion of lower leg
924.11,Contusion of knee
924.20,Contusion of foot
924.21,Contusion of ankle
924.3,Contusion of toe
924.5,Contusion of unspecified part of lower limb
924.8,"Contusion of multiple sites, not elsewhere classified"
924.9,Contusion of unspecified site
925.1,Crushing injury of face and scalp
925.2,Crushing injury of neck
926.12,Crushing injury of buttock
926.19,Crushing injury of other specified sites of trunk
927.01,Crushing injury of scapular region
927.10,Crushing injury of forearm
927.20,Crushing injury of hand(s)
927.21,Crushing injury of wrist
927.3,Crushing injury of finger(s)
927.8,Crushing injury of multiple sites of upper limb
928.00,Crushing injury of thigh
928.01,Crushing injury of hip
928.10,Crushing injury of lower leg
928.11,Crushing injury of knee
928.20,Crushing injury of foot
928.21,Crushing injury of ankle
930.1,Foreign body in conjunctival sac
930.8,Foreign body in other and combined sites on external eye
930.9,Foreign body in unspecified site on external eye
932,Foreign body in nose
933.0,Foreign body in pharynx
933.1,Foreign body in larynx
934.0,Foreign body in trachea
934.1,Foreign body in main bronchus
934.8,Foreign body in other specified parts bronchus and lung
934.9,"Foreign body in respiratory tree, unspecified"
935.1,Foreign body in esophagus
935.2,Foreign body in stomach
936,Foreign body in intestine and colon
937,Foreign body in anus and rectum
938,"Foreign body in digestive system, unspecified"
939.0,Foreign body in bladder and urethra
939.2,Foreign body in vulva and vagina
939.3,Foreign body in penis
941.00,"Burn of unspecified degree of face and head, unspecified site"
941.08,Burn of unspecified degree of neck
941.26,"Blisters, epidermal loss [second degree] of scalp [any part]"
941.27,"Blisters, epidermal loss [second degree] of forehead and cheek"
942.03,Burn of unspecified degree of abdominal wall
942.04,Burn of unspecified degree of back [any part]
942.09,Burn of unspecified degree of other and multiple sites of trunk
942.14,Erythema [first degree] of back [any part]
942.24,"Blisters, epidermal loss [second degree] of back [any part]"
942.32,"Full-thickness skin loss [third degree, not otherwise specified] of chest wall, excluding breast and nipple"
942.34,"Full-thickness skin loss [third degree,not otherwise specified] of back [any part]"
943.20,"Blisters,epidermal loss [second degree] of upper limb, unspecified site"
943.21,"Blisters, epidermal loss [second degree] of forearm"
943.25,"Blisters, epidermal loss [second degree] of shoulder"
943.32,"Full-thickness skin loss [third degree, not otherwise specified] of elbow"
943.35,"Full-thickness skin loss [third degree, not otherwise specified] of shoulder"
944.01,Burn of unspecified degree of single digit (finger (nail) other than thumb
944.20,"Blisters, epidermal loss [second degree] of hand, unspecified site"
944.21,"Blisters, epidermal loss [second degree] of single digit [finger (nail)] other than thumb"
944.23,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb"
944.25,"Blisters, epidermal loss [second degree] of palm"
945.04,Burn of unspecified degree of lower leg
945.19,Erythema [first degree] of multiple sites of lower limb(s)
945.22,"Blisters, epidermal loss [second degree] of foot"
945.24,"Blisters, epidermal loss [second degree] of lower leg"
945.32,Full-thickness skin loss [third degree NOS] of foot
945.34,Full-thickness skin loss [third degree nos] of lower leg
945.36,Full-thickness skin loss [third degree NOS] of thigh [any part]
946.2,"Blisters, epidermal loss [second degree] of multiple specified sites"
947.1,"Burn of larynx, trachea, and lung"
947.2,Burn of esophagus
947.3,Burn of gastrointestinal tract
948.00,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
948.40,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified"
948.50,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified"
950.0,Optic nerve injury
950.9,Injury to unspecified optic nerve and pathways
951.0,Injury to oculomotor nerve
951.3,Injury to abducens nerve
951.4,Injury to facial nerve
951.5,Injury to acoustic nerve
951.7,Injury to hypoglossal nerve
951.8,Injury to other specified cranial nerves
952.00,C1-C4 level with unspecified spinal cord injury
952.02,C1-C4 level with anterior cord syndrome
952.03,C1-C4 level with central cord syndrome
952.04,C1-C4 level with other specified spinal cord injury
952.05,C5-C7 level with unspecified spinal cord injury
952.06,C5-C7 level with complete lesion of spinal cord
952.07,C5-C7 level with anterior cord syndrome
952.08,C5-C7 level with central cord syndrome
952.09,C5-C7 level with other specified spinal cord injury
952.14,T1-T6 level with other specified spinal cord injury
952.15,T7-T12 level with unspecified spinal cord injury
952.19,T7-T12 level with other specified spinal cord injury
952.3,Sacral spinal cord injury without evidence of spinal bone injury
952.8,Multiple sites of spinal cord injury without evidence of spinal bone injury
952.9,Unspecified site of spinal cord injury without evidence of spinal bone injury
953.0,Injury to cervical nerve root
953.1,Injury to dorsal nerve root
953.4,Injury to brachial plexus
953.5,Injury to lumbosacral plexus
953.9,Injury to unspecified site of nerve roots and spinal plexus
954.0,"Injury to cervical sympathetic nerve, excluding shoulder and pelvic girdles"
955.1,Injury to median nerve
955.2,Injury to ulnar nerve
955.3,Injury to radial nerve
955.6,"Injury to digital nerve, upper limb"
955.7,Injury to other specified nerve(s) of shoulder girdle and upper limb
955.8,Injury to multiple nerves of shoulder girdle and upper limb
955.9,Injury to unspecified nerve of shoulder girdle and upper limb
956.1,Injury to femoral nerve
956.2,Injury to posterior tibial nerve
956.3,Injury to peroneal nerve
956.9,Injury to unspecified nerve of pelvic girdle and lower limb
957.0,Injury to superficial nerves of head and neck
957.1,Injury to other specified nerve(s)
957.8,Injury to multiple nerves in several parts
957.9,"Injury to nerves, unspecified site"
958.0,Air embolism
958.1,Fat embolism
958.2,Secondary and recurrent hemorrhage
958.3,Posttraumatic wound infection not elsewhere classified
958.4,Traumatic shock
958.5,Traumatic anuria
958.7,Traumatic subcutaneous emphysema
958.8,Other early complications of trauma
958.91,Traumatic compartment syndrome of upper extremity
958.92,Traumatic compartment syndrome of lower extremity
958.93,Traumatic compartment syndrome of abdomen
958.99,Traumatic compartment syndrome of other sites
959.01,"Head injury, unspecified"
959.09,Injury of face and neck
959.11,Other injury of chest wall
959.12,Other injury of abdomen
959.14,Other injury of external genitals
959.19,Other injury of other sites of trunk
959.2,Shoulder and upper arm injury
959.3,"Elbow, forearm, and wrist injury"
959.4,"Hand, except finger injury"
959.5,Finger injury
959.6,Hip and thigh injury
959.7,"Knee, leg, ankle, and foot injury"
959.8,"Other specified sites, including multiple injury"
959.9,Unspecified site injury
960.0,Poisoning by penicillins
960.4,Poisoning by tetracycline group
960.5,Poisoning of cephalosporin group
961.0,Poisoning by sulfonamides
961.4,Poisoning by antimalarials and drugs acting on other blood protozoa
961.7,Poisoning by antiviral drugs
961.8,Poisoning by other antimycobacterial drugs
961.9,Poisoning by other and unspecified anti-infectives
962.3,Poisoning by insulins and antidiabetic agents
962.7,Poisoning by thyroid and thyroid derivatives
963.0,Poisoning by antiallergic and antiemetic drugs
963.1,Poisoning by antineoplastic and immunosuppressive drugs
963.5,"Poisoning by vitamins, not elsewhere classified"
964.2,Poisoning by anticoagulants
965.00,"Poisoning by opium (alkaloids), unspecified"
965.01,Poisoning by heroin
965.02,Poisoning by methadone
965.09,Poisoning by other opiates and related narcotics
965.1,Poisoning by salicylates
965.4,"Poisoning by aromatic analgesics, not elsewhere classified"
965.61,Poisoning by propionic acid derivatives
965.69,Poisoning by other antirheumatics
965.8,Poisoning by other specified analgesics and antipyretics
966.1,Poisoning by hydantoin derivatives
966.3,Poisoning by other and unspecified anticonvulsants
966.4,Poisoning by anti-Parkinsonism drugs
967.0,Poisoning by barbiturates
967.1,Poisoning by chloral hydrate group
967.8,Poisoning by other sedatives and hypnotics
967.9,Poisoning by unspecified sedative or hypnotic
968.0,Poisoning by central nervous system muscle-tone depressants
968.3,Poisoning by intravenous anesthetics
968.4,Poisoning by other and unspecified general anesthetics
968.5,Surface (topical) and infiltration anesthetics
969.0,Poisoning by antidepressants
969.01,Poisoning by monoamine oxidase inhibitors
969.03,Poisoning by selective serotonin reuptake inhibitors
969.05,Poisoning by tricyclic antidepressants
969.09,Poisoning by other antidepressants
969.1,Poisoning by phenothiazine-based tranquilizers
969.3,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
969.4,Poisoning by benzodiazepine-based tranquilizers
969.5,Poisoning by other tranquilizers
969.6,Poisoning by psychodysleptics (hallucinogens)
969.7,Poisoning by psychostimulants
969.71,Poisoning by caffeine
969.72,Poisoning by amphetamines
969.79,Poisoning by other psychostimulants
969.8,Poisoning by other specified psychotropic agents
970.1,Poisoning by opiate antagonists
970.8,Poisoning by other specified central nervous system stimulants
970.81,Poisoning by cocaine
971.0,Poisoning by parasympathomimetics (cholinergics)
971.1,Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
971.2,Poisoning by sympathomimetics [adrenergics]
971.3,Poisoning by sympatholytics [antiadrenergics]
972.0,Poisoning by cardiac rhythm regulators
972.1,Poisoning by cardiotonic glycosides and drugs of similar action
972.2,Poisoning by antilipemic and antiarteriosclerotic drugs
972.4,Poisoning by coronary vasodilators
972.5,Poisoning by other vasodilators
972.6,Poisoning by other antihypertensive agents
972.9,Poisoning by other and unspecified agents primarily affecting the cardiovascular system
973.3,"Poisoning by other cathartics, including intestinal atonia"
973.5,Poisoning by antidiarrheal drugs
974.4,Poisoning by other diuretics
974.7,Poisoning by uric acid metabolism drugs
975.2,Poisoning by skeletal muscle relaxants
975.3,Poisoning by other and unspecified drugs acting on muscles
975.4,Poisoning by antitussives
975.5,Poisoning by expectorants
976.0,Poisoning by local anti-infectives and anti-inflammatory drugs
976.2,Poisoning by local astringents and local detergents
976.6,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat"
976.7,Poisoning by dental drugs topically applied
977.3,Poisoning by alcohol deterrents
977.8,Poisoning by other specified drugs and medicinal substances
977.9,Poisoning by unspecified drug or medicinal substance
980.0,Toxic effect of ethyl alcohol
980.2,Toxic effect of isopropyl alcohol
980.9,Toxic effect of unspecified alcohol
982.8,Toxic effect of other nonpetroleum-based solvents
983.1,"Gonococcal cystitis, chronic"
983.2,"Gonococcal prostatitis, chronic"
983.9,Other chronic gonococcal infection of upper genitourinary tract
985.1,Gonococcal synovitis and tenosynovitis
985.8,Toxic effect of other specified metals
986,Gonococcal infection of pharynx
987.8,"Toxic effect of other specified gases, fumes, or vapors"
987.9,"Toxic effect of unspecified gas, fume, or vapor"
988.1,Gonococcal keratosis (blennorrhagica)
989.0,Toxic effect of hydrocyanic acid and cyanides
989.3,Toxic effect of organophosphate and carbamate
989.4,"Toxic effect of other pesticides, not elsewhere classified"
989.5,Toxic effect of venom
989.89,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified"
989.9,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source"
99.52,"Other venereal diseases due to chlamydia trachomatis, anus and rectum"
99.64,Mechanical complication of internal orthopedic device implant and graft
99.73,Respiratory complications not elsewhere classified
99.74,Digestive system complications not elsewhere classified
99.93,Other infection due to medical care not elsewhere classified
99.94,Anaphylactic reaction to serum
99.95,Other serum reaction not elsewhere classified
99.96,Abo incompatibility reaction due to transfusion of blood or blood products
99.98,Other and unspecified transfusion reaction not elsewhere classified
990,Chancroid
991.1,Frostbite of hand
991.2,Frostbite of foot
991.3,Frostbite of other and unspecified sites
991.6,Hypothermia
992.0,Heat stroke and sunstroke
994.1,Drowning and nonfatal submersion
994.2,Effects of hunger
994.7,Asphyxiation and strangulation
994.8,Electrocution and nonfatal effects of electric current
994.9,Other effects of external causes
995.0,Other anaphylactic reaction
995.1,"Angioneurotic edema, not elsewhere classified"
995.27,Other drug allergy
995.29,"Unspecified adverse effect of other drug, medicinal and biological substance"
995.3,"Allergy, unspecified, not elsewhere classified"
995.61,Anaphylactic reaction due to peanuts
995.62,Anaphylactic reaction due to crustaceans
995.63,Anaphylactic reaction due to fruits and vegetables
995.64,Anaphylactic reaction due to tree nuts and seeds
995.65,Anaphylactic reaction due to fish
995.67,Anaphylactic reaction due to milk products
995.69,Anaphylactic reaction due to other specified food
995.7,"Other adverse food reactions, not elsewhere classified"
995.80,"Adult maltreatment, unspecified"
995.81,Adult physical abuse
995.82,Adult emotional/psychological abuse
995.83,Adult sexual abuse
995.85,Other adult abuse and neglect
995.86,Malignant hyperthermia
995.89,"Other specified adverse effects, not elsewhere classified"
995.90,"Systemic inflammatory response syndrome, unspecified"
995.91,Sepsis
995.92,Severe sepsis
995.93,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction
995.94,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction
996.01,Mechanical complication due to cardiac pacemaker (electrode)
996.02,Mechanical complication due to heart valve prosthesis
996.03,Mechanical complication due to coronary bypass graft
996.04,Mechanical complication of automatic implantable cardiac defibrillator
996.09,"Other mechanical complication of cardiac device, implant, and graft"
996.1,"Mechanical complication of other vascular device, implant, and graft"
996.2,"Mechanical complication of nervous system device, implant, and graft"
996.31,Mechanical complication due to urethral (indwelling) catheter
996.39,"Other mechanical complication of genitourinary device, implant, and graft"
996.40,"Unspecified mechanical complication of internal orthopedic device, implant, and graft"
996.41,Mechanical loosening of prosthetic joint
996.42,Dislocation of prosthetic joint
996.43,Broken prosthetic joint implant
996.44,Peri-prosthetic fracture around prosthetic joint
996.45,Peri-prosthetic osteolysis
996.47,Other mechanical complication of prosthetic joint implant
996.49,"Other mechanical complication of other internal orthopedic device, implant, and graft"
996.51,Mechanical complication due to corneal graft
996.52,"Mechanical complication due to graft of other tissue, not elsewhere classified"
996.53,Mechanical complication due to ocular lens prosthesis
996.54,Mechanical complication due to breast prosthesis
996.56,Mechanical complication due to peritoneal dialysis catheter
996.57,Mechanical complication due to insulin pump
996.59,"Mechanical complication due to other implant and internal device, not elsewhere classified"
996.61,"Infection and inflammatory reaction due to cardiac device, implant, and graft"
996.62,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
996.63,"Infection and inflammatory reaction due to nervous system device, implant, and graft"
996.64,Infection and inflammatory reaction due to indwelling urinary catheter
996.65,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft"
996.66,Infection and inflammatory reaction due to internal joint prosthesis
996.67,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft"
996.68,Infection and inflammatory reaction due to peritoneal dialysis catheter
996.69,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft"
996.70,"Other complications due to unspecified device, implant, and graft"
996.71,Other complications due to heart valve prosthesis
996.72,"Other complications due to other cardiac device, implant, and graft"
996.73,"Other complications due to renal dialysis device, implant, and graft"
996.74,"Other complications due to other vascular device, implant, and graft"
996.75,"Other complications due to nervous system device, implant, and graft"
996.76,"Other complications due to genitourinary device, implant, and graft"
996.77,Other complications due to internal joint prosthesis
996.78,"Other complications due to other internal orthopedic device, implant, and graft"
996.79,"Other complications due to other internal prosthetic device, implant, and graft"
996.80,"Complications of transplanted organ, unspecified"
996.81,Complications of transplanted kidney
996.82,Complications of transplanted liver
996.83,Complications of transplanted heart
996.84,Complications of transplanted lung
996.85,Complications of transplanted bone marrow
996.86,Complications of transplanted pancreas
996.87,Complications of transplanted intestine
996.88,"Complications of transplanted organ, stem cell"
996.89,Complications of other specified transplanted organ
996.93,Complications of reattached finger(s)
997.00,"Nervous system complication, unspecified"
997.01,Central nervous system complication
